Naam,Locatie (straat),Locatie (GPS Latitude),Locatie (GPS Longtitude),Tijdigheid camera,Geplaatst op,Wordt verwijderd op,Eigenaar camera,Afdeling,Doel van de camera,Omschrijving
UTR-CM-757,ASW thv 115 / Tiendstraat,52.09748,5.10561,Vast,,,Gemeente Utrecht,OOV,Openbare Orde & Veiligheid,nvt
UTR-VTH-212,Nelson Mandelabrug,52.08216,5.10534,Vast,,,Gemeente Utrecht,,Handhaving,Milieuzone
UTR-CM-566,Croeselaan thv Hojel,52.08871,5.10502,Vast,,,Gemeente Utrecht,,Centraal Toezicht Openbaar Vervoer,nvt
UTR-CM-568,Kanonstraat / Kanaalstraat,52.09171,5.10486,Vast,,,Gemeente Utrecht,,Centraal Toezicht Openbaar Vervoer,nvt
UTR-CM-569,Kanonstraat / Vleutenseweg,52.09255,5.10462,Vast,,,Gemeente Utrecht,,Centraal Toezicht Openbaar Vervoer,nvt
UTR-OOR-008,Westplein - Damstraat,52.09048,5.104581,Vast,01/03/2022,,Gemeente Utrecht,OOR,Visuele inspectie op afwikkeling verkeer,Live beelden worden beoordeeld om onveilige situatie waar te nemen en na onderzoek acties te kunnen toepassen.
UTR-PAR-928,Koeriersterlaan,52.06904,5.104403,Vast,,,Particulier,,Particuliere camerabewaking,nvt
UTR-CM-567,Leidseweg / Damstraat,52.09029,5.10425,Vast,,,Gemeente Utrecht,OOV,Openbare Orde & Veiligheid,nvt
UTR-VTH-219,Vleutenseweg / Westplein,52.09287,5.10421,Vast,,,Gemeente Utrecht,,Handhaving,Milieuzone
UTR-VTH-220,Westplein / Vleutenseweg,52.09287,5.10421,Vast,,,Gemeente Utrecht,,Handhaving,Milieuzone
UTR-VTH-204,Damstraat / Leidsekade,52.09061,5.10418,Vast,,,Gemeente Utrecht,,Handhaving,Milieuzone
UTR-PAR-977,Vrieslantlaan Zeelantlaan,52.06302,5.103649,Vast,,,Particulier,,Particuliere camerabewaking,nvt
UTR-CM-571,Kanaalstraat / Damstraat,52.09180,5.10358,Vast,,,Gemeente Utrecht,OOV,Openbare Orde & Veiligheid,nvt
UTR-SB-101,Paranadreef 10,52.11543,5.10358,Vast,,,Gemeente Utrecht,VgE,Bescherming eigendommen / personen,Zwembad De Kwakel
UTR-CM-570,Vleutenseweg / Damstraat,52.09279,5.10325,Vast,,,Gemeente Utrecht,OOV,Openbare Orde & Veiligheid,nvt
UTR-CM-661,Timorkade thv Javastraat,52.09009,5.10288,Tijdelijk,10/Oct/23,10/Apr/23,Gemeente Utrecht,OOV,Openbare Orde & Veiligheid,nvt
UTR-CM-758,ASW thv 179 / Anjelierstraat,52.09932,5.10241,Vast,,,Gemeente Utrecht,OOV,Openbare Orde & Veiligheid,nvt
UTR-CM-662,Timorkade thv nr 10,52.09002,5.1022,Tijdelijk,10/Oct/23,10/Apr/23,Gemeente Utrecht,OOV,Openbare Orde & Veiligheid,nvt
UTR-CM-572,Kanaalstraat / Javastraat,52.09149,5.10203,Vast,,,Gemeente Utrecht,OOV,Openbare Orde & Veiligheid,nvt
UTR-PAR-975,Kaap de goede hooplaan,52.06171,5.101847,Vast,,,Particulier,,Particuliere camerabewaking,nvt
UTR-CM-578,Ceramstraat / Riouwstraat,52.09046,5.10133,Vast,,,Gemeente Utrecht,OOV,Openbare Orde & Veiligheid,nvt
UTR-OOR-019,Vleutenseweg,52.09280,5.101306,Tijdelijk,19/06/2023,26/06/2023,Gemeente Utrecht,OOR,Onderzoek verkeersveiligheid,
UTR-PAR-976,Australiëlaan Columbuslaan,52.06326,5.099787,Vast,,,Particulier,,Particuliere camerabewaking,nvt
UTR-CM-760,ASW thv 284 / Mimosastraat,52.11064,5.09927,Vast,,,Gemeente Utrecht,OOV,Openbare Orde & Veiligheid,nvt
UTR-CM-733,Vasco Da Gamalaan / Marco Pololaan,52.06711,5.0992,Vast,,,Gemeente Utrecht,OOV,Openbare Orde & Veiligheid,nvt
UTR-VTH-216,Sowetobrug / Graadt van Roggenweg,52.08543,5.0983,Vast,,,Gemeente Utrecht,,Handhaving,Milieuzone
UTR-VTH-217,Sowetobrug / Graadt van Roggenweg,52.08543,5.0983,Vast,,,Gemeente Utrecht,,Handhaving,Milieuzone
UTR-SB-105,Grebbeberglaan 13,52.07921,5.09828,Vast,,,Gemeente Utrecht,VgE,Bescherming eigendommen / personen,Multifuctionele Accommodaties / Buurtcentra: Nieuw Welgelegen
UTR-VTH-210,Muntkade / Sowetobrug,52.08566,5.09821,Vast,,,Gemeente Utrecht,,Handhaving,Milieuzone
UTR-SB-124,Vleutenseweg 44,52.09323,5.09806,Vast,,,Gemeente Utrecht,VgE,Bescherming eigendommen / personen,Bereikbaarheid: Garage Kop van Lombok
UTR-CM-657,Boisotstraat / Van der Marckstraat,52.11184,5.09758,Vast,,,Gemeente Utrecht,OOV,Openbare Orde & Veiligheid,nvt
UTR-CM-658,JS de Rijkstraat / Van der Marckstraat,52.11153,5.09731,Vast,,,Gemeente Utrecht,OOV,Openbare Orde & Veiligheid,nvt
UTR-CM-761,ASW thv 322 / Egelantierstraat,52.10229,5.09718,Vast,,,Gemeente Utrecht,OOV,Openbare Orde & Veiligheid,nvt
UTR-OOR-018,Jan Pieterszoon Coenstraat,52.09320,5.096739,Tijdelijk,19/06/2023,26/06/2023,Gemeente Utrecht,OOR,Onderzoek verkeersveiligheid,
UTR-PAR-951,Papendorpseweg,52.06304,5.094051,Vast,,,Particulier,,Particuliere camerabewaking,nvt
UTR-PAR-963,Floridadreef Nebraskadreef,52.12704,5.093757,Vast,,,Particulier,,Particuliere camerabewaking,nvt
UTR-PAR-964,Sint Laurensdreef Franciscusdreef,52.12510,5.092544,Vast,,,Particulier,,Particuliere camerabewaking,nvt
UTR-CM-728,Bernadottelaan / Trumanlaan,52.07476,5.09224,Vast,,,Gemeente Utrecht,OOV,Openbare Orde & Veiligheid,nvt
UTR-SB-107,Trumanlaan 60,52.07651,5.0913,Vast,,,Gemeente Utrecht,VgE,Bescherming eigendommen / personen,Multifuctionele Accommodaties / Buurtcentra: Hart van Noord
UTR-CM-726,Peltlaan / Cruyffcourt,52.07698,5.09064,Vast,,,Gemeente Utrecht,OOV,Openbare Orde & Veiligheid,nvt
UTR-CM-727,Bevinlaan / De Gasperilaan,52.07621,5.09004,Vast,,,Gemeente Utrecht,OOV,Openbare Orde & Veiligheid,nvt
UTR-CM-730,Bernadottelaan / Marshalllaan,52.07411,5.08994,Vast,,,Gemeente Utrecht,OOV,Openbare Orde & Veiligheid,nvt
UTR-PAR-972,Arizonadreef Arkansasdreef,52.12800,5.089858,Vast,,,Particulier,,Particuliere camerabewaking,nvt
UTR-CM-746,Zwanenvechtlaan / Doornburglaan,52.11422,5.08981,Vast,,,Gemeente Utrecht,OOV,Openbare Orde & Veiligheid,nvt
UTR-PAR-953,Papendorpseweg op- afrit A2,52.06396,5.089606,Vast,,,Particulier,,Particuliere camerabewaking,nvt
UTR-CM-747,Dr Max Eeuwestraat / Pr Margrietstraat,52.11429,5.08949,Vast,,,Gemeente Utrecht,OOV,Openbare Orde & Veiligheid,nvt
UTR-PAR-965,Missisippidreef Franciscusdreef,52.12336,5.089116,Vast,,,Particulier,,Particuliere camerabewaking,nvt
UTR-SB-117,Koploperstraat,52.09980,5.0891,Vast,,,Gemeente Utrecht,VgE,Bescherming eigendommen / personen,Locaties Oude Stadswerken: Koploperstraat
UTR-PAR-952,Fietsdijk papendorpseweg op- afrit A2,52.06235,5.089023,Vast,,,Particulier,,Particuliere camerabewaking,nvt
UTR-PAR-966,Arizonadreef Sint Laurensdreef,52.12734,5.08888,Vast,,,Particulier,,Particuliere camerabewaking,nvt
UTR-PAR-954,Papendorpseweg op- afrit A2,52.06435,5.088822,Vast,,,Particulier,,Particuliere camerabewaking,nvt
UTR-CM-731,Bernadottelaan / Auriollaan,52.07368,5.08876,Vast,,,Gemeente Utrecht,OOV,Openbare Orde & Veiligheid,nvt
UTR-CM-732,Bernadottelaan / Rooseveltlaan,52.07324,5.0879,Vast,,,Gemeente Utrecht,OOV,Openbare Orde & Veiligheid,nvt
UTR-PAR-961,Groenewoudsedijk,52.06960,5.087472,Vast,,,Particulier,,Particuliere camerabewaking,nvt
UTR-PAR-904,Vlampijpstraat/fietspad vlampijpstraat,52.10354,5.087312,Vast,,,Particulier,,Particuliere camerabewaking,nvt
UTR-PAR-973,Manitobadreef Floridadreef,52.13117,5.086897,Vast,,,Particulier,,Particuliere camerabewaking,nvt
UTR-PAR-929,Bevrijdingslaan Brug,52.07057,5.086891,Vast,,,Particulier,,Particuliere camerabewaking,nvt
UTR-PAR-967,Labradordreef Hudsondreef,52.12882,5.086555,Vast,,,Particulier,,Particuliere camerabewaking,nvt
UTR-PAR-906,Nijverheidsweg bushalte,52.10044,5.085377,Vast,,,Particulier,,Particuliere camerabewaking,nvt
UTR-SB-102,Kennedylaan 5,52.08097,5.08451,Vast,,,Gemeente Utrecht,VgE,Bescherming eigendommen / personen,Zwembad den Hommel
UTR-PAR-962,Ortelliuslaan Mercatorlaan,52.06509,5.08442,Vast,,,Particulier,,Particuliere camerabewaking,nvt
UTR-PAR-969,Manitobaddreef Texasdreef,52.12941,5.084193,Vast,,,Particulier,,Particuliere camerabewaking,nvt
UTR-PAR-955,Mercatorlaan Tirionlaan,52.06790,5.083941,Vast,,,Particulier,,Particuliere camerabewaking,nvt
UTR-PAR-968,Hudsondreef Missisippidreef,52.12684,5.083528,Vast,,,Particulier,,Particuliere camerabewaking,nvt
UTR-PAR-956,Bevrijdingslaan Mercatorlaan,52.06922,5.083272,Vast,,,Particulier,,Particuliere camerabewaking,nvt
UTR-SB-123,Mercatorlaan,52.06960,5.08307,Vast,,,Gemeente Utrecht,VgE,Bescherming eigendommen / personen,Bereikbaarheid: P+R Papendorp
UTR-PAR-902,Vlampijpstraat/Julianaparklaan,52.10594,5.083012,Vast,,,Particulier,,Particuliere camerabewaking,nvt
UTR-PAR-903,Tractieweg/Walserijstraat,52.10453,5.082354,Vast,,,Particulier,,Particuliere camerabewaking,nvt
UTR-PAR-971,Tennesseedreef Texasdreef,52.13049,5.082026,Vast,,,Particulier,,Particuliere camerabewaking,nvt
UTR-PAR-957,Ortelliuslaan Taatsenplein,52.06839,5.081167,Vast,,,Particulier,,Particuliere camerabewaking,nvt
UTR-PAR-905,Nijverheidsweg Inrit terrein,52.10300,5.080968,Vast,,,Particulier,,Particuliere camerabewaking,nvt
UTR-PAR-970,2e Polderweg Manitobadreef,52.12520,5.079526,Vast,,,Particulier,,Particuliere camerabewaking,nvt
UTR-PAR-907,Keulsekade brug,52.10047,5.078368,Vast,,,Particulier,,Particuliere camerabewaking,nvt
UTR-SB-116,Tractieweg 2,52.10705,5.07805,Vast,,,Gemeente Utrecht,VgE,Bescherming eigendommen / personen,Locaties Oude Stadswerken: Tractieweg 2
UTR-PAR-901,Demkaweg/Havenweg,52.11009,5.078003,Vast,,,Particulier,,Particuliere camerabewaking,nvt
UTR-PAR-958,Blaeulaan Papendorpseweg,52.06559,5.077861,Vast,,,Particulier,,Particuliere camerabewaking,nvt
UTR-PAR-960,Mercatorlaan Busbaan,52.07308,5.077329,Vast,,,Particulier,,Particuliere camerabewaking,nvt
UTR-PAR-959,Marinus van Tyruslaan,52.07134,5.076744,Vast,,,Particulier,,Particuliere camerabewaking,nvt
UTR-PAR-908,Elektronweg,52.09919,5.07514,Vast,,,Particulier,,Particuliere camerabewaking,nvt
UTR-OOR-013,Wittenvrouwensingel - Nachtegaalstraat,52.05347,5.07404,Vast,01/07/2021,,Gemeente Utrecht,OOR,Visuele inspectie op afwikkeling verkeer,Live beelden worden beoordeeld om onveilige situatie waar te nemen en na onderzoek acties te kunnen toepassen.
UTR-PAR-920,Sophialaan,52.11277,5.073712,Vast,,,Particulier,,Particuliere camerabewaking,nvt
UTR-OOR-014,Vondellaan -  Bleekstraat,52.04441,5.07123,Vast,01/05/2022,,Gemeente Utrecht,OOR,Visuele inspectie op afwikkeling verkeer,Live beelden worden beoordeeld om onveilige situatie waar te nemen en na onderzoek acties te kunnen toepassen.
UTR-PAR-909,Atoomweg/Elektronweg,52.09919,5.069745,Vast,,,Particulier,,Particuliere camerabewaking,nvt
UTR-SB-140,Bedrijventerrein lage Weide,52.10069,5.06926,Vast,,,Gemeente Utrecht,BOR,Veilig gebruik brug,Bruggen: Lage Weide (haven)
UTR-SB-110,Burg. Norbruislaan 680,52.12272,5.06464,Vast,,,Gemeente Utrecht,VgE,Bescherming eigendommen / personen,Binnensport: Zuilen
UTR-PAR-910,Isotopenweg,52.11865,5.062012,Vast,,,Particulier,,Particuliere camerabewaking,nvt
UTR-SB-113,Maartvlinder 11,52.09220,5.06129,Vast,,,Gemeente Utrecht,VgE,Bescherming eigendommen / personen,Binnensport: Sportcampus
UTR-PAR-935,Strijkviertel (Rijksstraatweg),52.08168,5.059606,Vast,,,Particulier,,Particuliere camerabewaking,nvt
UTR-PAR-934,Strijkviertel,52.07707,5.05748,Vast,,,Particulier,,Particuliere camerabewaking,nvt
UTR-PAR-917,Lageweideviaduct/Atoomweg,52.11551,5.056466,Vast,,,Particulier,,Particuliere camerabewaking,nvt
UTR-PAR-932,Strijkviertel Rijnzathe,52.07141,5.054431,Vast,,,Particulier,,Particuliere camerabewaking,nvt
UTR-PAR-936,Molensteyn,52.07922,5.054096,Vast,,,Particulier,,Particuliere camerabewaking,nvt
UTR-PAR-914,West kanaaldijk/Niels Bohrweg,52.12559,5.054042,Vast,,,Particulier,,Particuliere camerabewaking,nvt
UTR-PAR-918,Lageweideviaduct ingaand verkeer,52.11128,5.053976,Vast,,,Particulier,,Particuliere camerabewaking,nvt
UTR-PAR-916,Bariumweg fietspad,52.11103,5.052929,Vast,,,Particulier,,Particuliere camerabewaking,nvt
UTR-PAR-937,Naamrijk Veldzigt,52.07643,5.049511,Vast,,,Particulier,,Particuliere camerabewaking,nvt
UTR-PAR-940,Langerakbrug (op talud) Hoek Landzigt,52.08038,5.047662,Vast,,,Particulier,,Particuliere camerabewaking,nvt
UTR-PAR-913,Niels Bohrweg,52.12101,5.047113,Vast,,,Particulier,,Particuliere camerabewaking,nvt
UTR-PAR-938,Naamrijk Landzigt,52.07684,5.046953,Vast,,,Particulier,,Particuliere camerabewaking,nvt
UTR-PAR-911,Bariumweg,52.11422,5.046783,Vast,,,Particulier,,Particuliere camerabewaking,nvt
UTR-PAR-933,Rijnzathe Landzigt,52.07326,5.044513,Vast,,,Particulier,,Particuliere camerabewaking,nvt
UTR-PAR-912,Lageweidseslag,52.11906,5.044018,Vast,,,Particulier,,Particuliere camerabewaking,nvt
UTR-PAR-939,Gessel,52.07609,5.043687,Vast,,,Particulier,,Particuliere camerabewaking,nvt
UTR-PAR-915,Maarsenbroeksedijk/Meteorenweg,52.12505,5.041895,Vast,,,Particulier,,Particuliere camerabewaking,nvt
UTR-PAR-919,Zonnebaan,52.11955,5.03671,Vast,,,Particulier,,Particuliere camerabewaking,nvt
UTR-SB-114,Parkzichtlaan 203,52.09347,5.03579,Vast,,,Gemeente Utrecht,VgE,Bescherming eigendommen / personen,Binnensport: Paperclip
UTR-SB-104,Esdoornlaan 5,52.09237,5.02703,Vast,,,Gemeente Utrecht,VgE,Bescherming eigendommen / personen,Zwembad Fletiomare
UTR-SB-112,Europaweg 50a,52.08769,5.02231,Vast,,,Gemeente Utrecht,VgE,Bescherming eigendommen / personen,Binnensport: Europahal
UTR-CM-659,Molenpolder thv Kwalitaria Veldhof,52.08418,5.012512,Tijdelijk,01/Sep/23,01/Mar/23,Gemeente Utrecht,,Openbare Orde & Veiligheid,nvt
UTR-SB-115,Voor de Burchten 2,52.09434,5.0125,Vast,,,Gemeente Utrecht,VgE,Bescherming eigendommen / personen,Binnensport: Cultuurcampus
UTR-CM-660,Molenpolder thv Buurtcentrum,52.08488,5.011751,Tijdelijk,01/Sep/23,01/Mar/23,Gemeente Utrecht,,Openbare Orde & Veiligheid,nvt
UTR-SB-119,Mostperenlaan 2,52.09076,5.00396,Vast,,,Gemeente Utrecht,VgE,Bescherming eigendommen / personen,Locaties Oude Stadswerken: Mostperenlaan
UTR-SB-106,Teunisbloemlaan 48,52.09619,5.00218,Vast,,,Gemeente Utrecht,VgE,Bescherming eigendommen / personen,Multifuctionele Accommodaties / Buurtcentra: Weide Wereld
